Word (he),Word (en),Root,Part of speech,Binyan,Meaning
אַכְזָבָה,achzava,"['א', 'כ', 'ז', 'ב']",Noun,"kattala pattern, feminine",disappointment
לְהִתְאַכְזֵר,lehit'achzer,"['א', 'כ', 'ז', 'ר']",Verb,hitpa'el,"to be cruel, to ill treat (אל)"
אַכְזָרִיּוּת,achzariyut,"['א', 'כ', 'ז', 'ר']",Noun,feminine,cruelty
אַכְזָרִי,achzari,"['א', 'כ', 'ז', 'ר']",Adjective,"cruel, merciless",
לֶאֱכוֹל,le'echol,"['א', 'כ', 'ל']",Verb,pa'al,to eat
לְהֵיאָכֵל,lehe'achel,"['א', 'כ', 'ל']",Verb,nif'al,to be eaten
לְהַאֲכִיל,leha'achil,"['א', 'כ', 'ל']",Verb,hif'il,"to feed (ב- ,את)"
אוֹכֶל,ochel,"['א', 'כ', 'ל']",Noun,"kotel pattern, masculine",food
אַכְלָן,achlan,"['א', 'כ', 'ל']",Noun,"katlan pattern, masculine",glutton
הַאֲכָלָה,ha'achala,"['א', 'כ', 'ל']",Noun,"haktala pattern, feminine","feeding, nutrition"
מַאֲכָל,ma'achal,"['א', 'כ', 'ל']",Noun,"miktal pattern, masculine",food
מַאֲכֶלֶת,ma'achelet,"['א', 'כ', 'ל']",Noun,"miktelet pattern, feminine","slaughtering knife, butcher's knife (lit.)"
לְאַכֵּל,le'akel,"['א', 'כ', 'ל']",Verb,pi'el,"to corrode, to erode"
אֲכִילָה,achila,"['א', 'כ', 'ל']",Noun,"ktila pattern, feminine",eating
אָכוּל,achul,"['א', 'כ', 'ל']",Adjective,katul pattern,"eaten, devoured; preoccupied, consumed by something (in smichut)"
מַכּוֹלֶת,makolet,"['א', 'כ', 'ל']",Noun,"maktolet pattern, feminine","grocery, convenience store"
לְאַכְלֵס,le'achles,"['א', 'כ', 'ל', 'ס']",Verb,pi'el,to populate
לְהִתְאַכְסֵן,lehit'achsen,"['א', 'כ', 'ס', 'ן']",Verb,hitpa'el,"to stay, to lodge"
לְאַכְסֵן,le'achsen,"['א', 'כ', 'ס', 'ן']",Verb,pi'el,"to lodge, to accommodate"
אַכְסַנְיָה,achsanya,[],Noun,feminine,"hostel; hotel, lodgings, quarters (lit.)"
לֶאֱכוֹף,le'echof,"['א', 'כ', 'ף']",Verb,pa'al,"to enforce, to impose"
אֲכִיפָה,achifa,"['א', 'כ', 'ף']",Noun,"ktila pattern, feminine",enforcement (of law)
לְהֵיאָכֵף,lehe'achef,"['א', 'כ', 'ף']",Verb,nif'al,"to be enforced, to be imposed"
אִכְפַּת,ichpat,[],Adverb,"to concern, to worry, to have to do about (ל-)",
אִיכָּר,ikar,"['א', 'כ', 'ר']",Noun,"farmer, peasant",
אֶל,el,[],Preposition,"to, towards, into",
אַל,al,[],Particle,don't (used for negative command),
אֵל,el,[],Noun,masculine,"god, deity"
אֶלָּא,ela,[],Conjunction,"but; only, however",
אֶלֶגַנְטִי,eleganti,[],Adjective,elegant,
אֵלֶה,ele,[],Pronoun,these,
אַלָּה,ala,[],Noun,"stick, club, bat",
אֵלָה,ela,[],Noun,feminine,goddess
אֵלוּ,elu,[],Pronoun,these,
אֱלוֹהַּ,eloa(h),[],Noun,masculine,God (rare)
אֱלוֹהִים,elohim,[],Noun,masculine,God (Judaism)
אִלּוּלֵי,ilulei,[],Adverb,"were it not for, had it not been for",
אַלּוֹן,alon,[],Noun,oak (tree),
אֲלוּנְקָה,alunka,[],Noun,feminine,stretcher
אַלְחוּט,alchut,[],Noun,masculine,"wireless, radio"
אַלְחוּטִי,alchuti,[],Adjective,wireless,
לְאַלְחֵשׁ,le'alchesh,"['א', 'ל', 'ח', 'ש']",Verb,pi'el,to anesthetize
אֱלִיל,elil,[],Noun,masculine,idol; deity
אַלְכּוֹהוֹל,alkohol,[],Noun,masculine,alcohol
אֲלַכְסוֹן,alachson,[],Noun,diagonal,
לְהֵיאָלֵם,lehe'alem,"['א', 'ל', 'ם']",Verb,nif'al,to be dumbfounded
אַלִּימוּת,alimut,"['א', 'ל', 'ם']",Noun,feminine,violence
אַלִּים,alim,"['א', 'ל', 'ם']",Adjective,kattil pattern,violent
אִילֵּם,ilem,"['א', 'ל', 'ם']",Adjective,kittel pattern,"mute, dumb (unable to speak)"
אֵלֶם,elem,"['א', 'ל', 'ם']",Noun,"ketel pattern, masculine","silence, speechlessness (lit.)"
אַלְמוֹג,almog,[],Noun,masculine,coral
אַלְמוֹנִי,almoni,[],Adjective,anonymous,
לְהִתְאַלְמֵן,lehit'almen,"['א', 'ל', 'מ', 'ן']",Verb,hitpa'el,to become widowed
אַלְמָן,alman,[],Noun,masculine,widower
אַלְמָנָה,almana,[],Noun,widow,
אַלִּיפוּת,alifut,"['א', 'ל', 'ף']",Noun,feminine,championship; being a champion
אֶלֶף,elef,"['א', 'ל', 'ף']",Noun,"ketel pattern, masculine",thousand
אַלּוּף,aluf,"['א', 'ל', 'ף']",Noun,"kattul pattern, masculine",champion; general (military)
אַלְפַּייִם,alpayim,"['א', 'ל', 'ף']",Adverb,"two thousand, 2000",
מְאַלֵּף,me'alef,"['א', 'ל', 'ף']",Noun,"mekattel pattern, masculine",animal trainer
לְאַלֵּף,le'alef,"['א', 'ל', 'ף']",Verb,pi'el,"to tame, to train"
לְהֵיאָלֵץ,lehe'aletz,"['א', 'ל', 'ץ']",Verb,nif'al,to be obliged
אִילּוּץ,ilutz,"['א', 'ל', 'ץ']",Noun,"kittul pattern, masculine","constraint, forcing, compulsion"
לְאַלֵּץ,le'aletz,"['א', 'ל', 'ץ']",Verb,pi'el,"to force, to compel"
אִילְתּוּר,iltur,"['א', 'ל', 'ת', 'ר']",Noun,"kittul pattern, masculine",improvisation
לְאַלְתֵּר,le'alter,"['א', 'ל', 'ת', 'ר']",Verb,pi'el,to improvise
אִם,im,[],Conjunction,if; whether,
אִמָּא,ima,[],Noun,"mom, mother, mummy",
אַמְבַּטְיָה,ambatya,[],Noun,feminine,"🛁 bath, bathtub; bathroom"
לֶאֱמוֹד,le'emod,"['א', 'מ', 'ד']",Verb,pa'al,"to estimate, to gauge"
לְהֵיאָמֵד,lehe'amed,"['א', 'מ', 'ד']",Verb,nif'al,to be estimated
אָמִיד,amid,"['א', 'מ', 'ד']",Adjective,katil pattern,"wealthy, affluent"
אָמָה,ama,[],Noun,feminine,"handmaid, female servant (archaic)"
אַמָּה,ama,[],Noun,feminine,cubit (measurement); forearm
אֶמוֹצְיוֹנָלִי,emotzyonali,[],Adjective,emotional,
לְאַמְלֵל,le'amlel,"['א', 'מ', 'ל', 'ל']",Verb,pi'el,"to sadden, to make miserable"
אוּמָּה,uma,"['א', 'מ', 'ם']",Noun,"kutla pattern, feminine","nation, people"
אוֹם,om,"['א', 'מ', 'ם']",Noun,"kotel pattern, masculine",nut (of a bolt)
לְהַאֲמִין,leha'amin,"['א', 'מ', 'ן']",Verb,hif'il,"to believe, to trust"
לְהִתְאַמֵּן,lehit'amen,"['א', 'מ', 'ן']",Verb,hitpa'el,"to train, to practise"
מְאַמֵּן,me'amen,"['א', 'מ', 'ן']",Noun,"mekattel pattern, masculine","coach, trainer"
נֶאֱמָנוּת,ne'emanut,"['א', 'מ', 'ן']",Noun,feminine,"loyalty, faithfulness, devotion; trusteeship, trust fund"
אוֹמְנָם,omnam,"['א', 'מ', 'ן']",Adverb,"indeed, truly",
אוֹמָּנוּת,omanut,"['א', 'מ', 'ן']",Noun,feminine,art
אוּמָּן,uman,"['א', 'מ', 'ן']",Noun,masculine,"craftsman, artisan"
אִימּוּן,imun,"['א', 'מ', 'ן']",Noun,"kittul pattern, masculine","training, exercise, practice"
אָמִין,amin,"['א', 'מ', 'ן']",Adjective,katil pattern,"authentic, true; reliable, trustworthy"
אוֹמָּן,oman,"['א', 'מ', 'ן']",Noun,masculine,artist
אֱמוּנָה,emuna,"['א', 'מ', 'ן']",Noun,"faith, trust, confidence",
אָמֵן,amen,"['א', 'מ', 'ן']",Adverb,amen (liturgy),
אֵמוּן,emun,"['א', 'מ', 'ן']",Noun,"confidence, faith, trust",
לְהֵיאָמֵן,lehe'amen,"['א', 'מ', 'ן']",Verb,nif'al,"to be credible, loyal, faithful"
לְאַמֵּן,le'amen,"['א', 'מ', 'ן']",Verb,pi'el,"to train, to coach someone"
אוּמָּנוּת,umanut,"['א', 'מ', 'ן']",Noun,feminine,"craft, trade, occupation"
נֶאֱמָן,ne'eman,"['א', 'מ', 'ן']",Adjective,niktal pattern,"loyal, faithful, devoted"
אִימּוּנִית,imunit,"['א', 'מ', 'ן']",Noun,feminine,"track suit, training suit"
לְהִתְאַמֵּץ,lehit'ametz,"['א', 'מ', 'ץ']",Verb,hitpa'el,"to strain, to endeavour"
לֶאֱמוֹץ,le'emotz,"['א', 'מ', 'ץ']",Verb,pa'al,"to take courage, to be courageous (archaic)"
אַמִּיץ,amitz,"['א', 'מ', 'ץ']",Adjective,kattil pattern,"brave, courageous"
מַאֲמָץ,ma'amatz,"['א', 'מ', 'ץ']",Noun,"maktal pattern, masculine","effort, strain"
אוֹמֶץ,ometz,"['א', 'מ', 'ץ']",Noun,"kotel pattern, masculine","bravery, courage, valour"
אִימּוּץ,imutz,"['א', 'מ', 'ץ']",Noun,"kittul pattern, masculine","adoption, fostering (child); espousal, adoption (idea, etc.)"
לְאַמֵּץ,le'ametz,"['א', 'מ', 'ץ']",Verb,pi'el,"to adopt; to support, to encourage, to strengthen"
אָמוּר,amur,"['א', 'מ', 'ר']",Adjective,katul pattern,"should, supposed to; mentioned"
לְהֵיאָמֵר,lehe'amer,"['א', 'מ', 'ר']",Verb,nif'al,to be said
לְהַאֲמִיר,leha'amir,"['א', 'מ', 'ר']",Verb,hif'il,"to soar, to skyrocket"
אֶמִירוּת,emirut,"['א', 'מ', 'ר']",Noun,feminine,emirate
אִמְרָה,imra,"['א', 'מ', 'ר']",Noun,"kitla pattern, feminine","saying, expression"
לוֹמַר,lomar,"['א', 'מ', 'ר']",Verb,pa'al,"to say, to tell (in the infinitive, imperative and future tense לְהַגִּיד is used instead)"
מַאֲמָר,ma'amar,"['א', 'מ', 'ר']",Noun,"miktal pattern, masculine","article, text; saying, expression"
אָמִיר,amir,"['א', 'מ', 'ר']",Noun,"katil pattern, masculine","emir, prince, ruler (arabic)"
הַאֲמָרָה,ha'amara,"['א', 'מ', 'ר']",Noun,"haktala pattern, feminine",price increase
אֶמֶשׁ,emesh,[],Adverb,last night,
לְהִתְאַמֵּת,lehit'amet,"['א', 'מ', 'ת']",Verb,hitpa'el,to be verified
אִימּוּת,imut,"['א', 'מ', 'ת']",Noun,"kittul pattern, masculine","verification, validation"
אֲמִיתִּי,amiti,"['א', 'מ', 'ת']",Adjective,"true; original, genuine, real",
לְאַמֵּת,le'amet,"['א', 'מ', 'ת']",Verb,pi'el,"to verify, to validate"
אֱמֶת,emet,"['א', 'מ', 'ת']",Noun,feminine,truth
אֲמִיתָּה,amita,"['א', 'מ', 'ת']",Noun,feminine,truth; axiom
אֲמִיתּוּת,amitut,"['א', 'מ', 'ת']",Noun,feminine,"veracity, truthfulness"
אָנָּא,ana,[],Adverb,please (formal or poetic),
אַנְדַּרְטָה,andarta,[],Noun,feminine,"monument, statue"
אָנוּ,anu,[],Pronoun,we (formal),
אֲנוֹכִי,anochi,[],Pronoun,"I (biblical, poetic)",
אֲנוֹכִיּוּת,anochiyut,[],Noun,feminine,"egoism, egotism, self-centeredness"
אֶנְזִים,enzim,[],Noun,masculine,enzyme
לְהֵיאָנֵחַ,lehe'aneach,"['א', 'נ', 'ח']",Verb,nif'al,to sigh
לְהִתְאַנֵּחַ,lehit'aneach,"['א', 'נ', 'ח']",Verb,hitpa'el,to moan
אֲנָחָה,anacha,"['א', 'נ', 'ח']",Noun,"ktala pattern, feminine","sigh, groan, moan"
אֲנַחְנוּ,anachnu,[],Pronoun,we,
אַנְטִישֶׁמִי,antishemi,[],Adjective,anti-Semitic,
אַנְטִישֶׁמִיּוּת,antishemiyut,[],Noun,feminine,anti-Semitism
אֲנִי,ani,[],Pronoun,I,
לְהִתְאַנּוֹת,lehit'anot,"['א', 'נ', 'ה']",Verb,hitpa'el,"to harass, to trouble (ל־)"
לְאַנּוֹת,le'anot,"['א', 'נ', 'ה']",Verb,pi'el,"to cause, to induce (rare)"
תְּאוּנָה,te'una,"['א', 'נ', 'ה']",Noun,feminine,accident
תַּאֲנִייָּה,ta'aniya,"['א', 'נ', 'ה']",Noun,"taktela pattern, feminine","mourning, sorrow (poetic), esp. in expression תַּאֲנִיָּה וַאֲנִיָּה"
אֲנָךְ,anach,"['א', 'נ', 'ך']",Noun,"ktal pattern, masculine","vertical, perpendicular; plumb line"
אֲנָכִי,anachi,"['א', 'נ', 'ך']",Adjective,vertical,
מְאוּנָּךְ,me'unach,"['א', 'נ', 'ך']",Adjective,mekuttal pattern,"vertical, perpendicular, upright"
לְהִתְאוֹנֵן,lehit'onen,"['א', 'נ', 'ן']",Verb,hitpa'el,"to complain, to grumble"
לְאוֹנֵן,le'onen,"['א', 'נ', 'ן']",Verb,pi'el,"to masturbate; to be lazy, to mess around (slang)"
אָנָנָס,ananas,[],Noun,masculine,🍍 pineapple
לֶאֱנוֹס,le'enos,"['א', 'נ', 'ס']",Verb,pa'al,to rape
לְהֵיאָנֵס,lehe'anes,"['א', 'נ', 'ס']",Verb,nif'al,to be raped
לְהֵיאָנֵק,lehe'anek,"['א', 'נ', 'ק']",Verb,nif'al,to moan
אֶנֶרְגְּיָה,energya,[],Noun,feminine,energy
אִישִׁיּוּת,ishiyut,"['א', 'נ', 'ש']",Noun,feminine,"personality, individuality, persona"
אִישִׁי,ishi,"['א', 'נ', 'ש']",Adjective,"personal, prívate, individual",
נָשִׁיּוּת,nashiyut,"['א', 'נ', 'ש']",Noun,feminine,femininity
אֱנוֹשׁוּת,enoshut,"['א', 'נ', 'ש']",Noun,feminine,"mankind, humanity"
אִישִׁית,ishit,"['א', 'נ', 'ש']",Adverb,personally,
אִישׁ,ish,"['א', 'נ', 'ש']",Noun,masculine,"man, person; husband (rare); anybody, nobody (formal, in negative constructions)"
אִישָּׁה,isha,"['א', 'נ', 'ש']",Noun,feminine,"woman; wife, spouse"
אֱנוֹשׁ,enosh,"['א', 'נ', 'ש']",Noun,masculine,"man, human (in idioms)"
אֱנוֹשִׁי,enoshi,"['א', 'נ', 'ש']",Adjective,human; humane,
לְהַאֲנִישׁ,leha'anish,"['א', 'נ', 'ש']",Verb,hif'il,to anthropomorphize
אִישִׁים,ishim,"['א', 'נ', 'ש']",Noun,masculine,"personalities, personages; celebrities, important persons"
נָשִׁי,nashi,"['א', 'נ', 'ש']",Adjective,"feminine, effeminate",
אָסוֹן,ason,[],Noun,masculine,"tragedy, catastrophe"
אַסְטְרוֹנוֹמְיָה,astronomya,[],Noun,feminine,astronomy
אַסְלָה,asla,"['א', 'ס', 'ל']",Noun,"katla pattern, feminine",toilet bowl
לְהִתְאַסְלֵם,lehit'aslem,"['א', 'ס', 'ל', 'ם']",Verb,hitpa'el,to convert to Islam
אָסָם,asam,"['א', 'ס', 'ם']",Noun,"katal pattern, masculine","granary, barn"
לְהֵיאָסֵף,lehe'asef,"['א', 'ס', 'ף']",Verb,nif'al,to be collected
לְהִתְאַסֵּף,lehit'asef,"['א', 'ס', 'ף']",Verb,hitpa'el,"to assemble, to congregate"
אוֹסֶף,osef,"['א', 'ס', 'ף']",Noun,"kotel pattern, masculine","collection, assortment"
אֲסֵיפָה,asefa,"['א', 'ס', 'ף']",Noun,"ktela pattern, feminine","meeting, gathering, assembly"
אַסְפָן,asfan,"['א', 'ס', 'ף']",Noun,"katlan pattern, masculine","collector (of stamps, etc.)"
אִיסּוּף,isuf,"['א', 'ס', 'ף']",Noun,"kittul pattern, masculine","collection, gathering, accumulation"
לֶאֱסוֹף,le'esof,"['א', 'ס', 'ף']",Verb,pa'al,"to collect, to pick up, to reap"
אִיסּוּר,isur,"['א', 'ס', 'ר']",Noun,"kittul pattern, masculine","prohibition, ban"
אָסוּר,asur,"['א', 'ס', 'ר']",Adjective,katul pattern,"prohibited, forbidden"
אָסִיר,asir,"['א', 'ס', 'ר']",Noun,"katil pattern, masculine",prisoner
לְהֵיאָסֵר,lehe'aser,"['א', 'ס', 'ר']",Verb,nif'al,"to be prohibited, to be imprisoned"
לֶאֱסוֹר,le'esor,"['א', 'ס', 'ר']",Verb,pa'al,"to prohibit, to ban; to imprison"
מַאֲסָר,ma'asar,"['א', 'ס', 'ר']",Noun,"miktal pattern, masculine","imprisonment, incarceration"
אֵפוֹא,efo,[],Adverb,"therefore, hence",
לֶאֱפוֹז,le'efoz,"['א', 'פ', 'ז']",Verb,pa'al,"to jump, to hop (lit.)"
לְהֵיאָפוֹת,lehe'afot,"['א', 'פ', 'ה']",Verb,nif'al,to be baked
לֶאֱפוֹת,le'efot,"['א', 'פ', 'ה']",Verb,pa'al,to bake
אוֹפְייָן,ofyan,"['א', 'פ', 'ה']",Noun,masculine,characteristic
אוֹפִי,ofi,"['א', 'פ', 'ה']",Noun,"kotel pattern, masculine",character; personality
מַאֲפִיָּה,ma'afiya,"['א', 'פ', 'ה']",Noun,"miktala pattern, feminine",bakery
אוֹפְייָנִי,ofyani,"['א', 'פ', 'ה']",Adjective,"typical, characteristic of",
אִפְיוֹן,ifyon,"['א', 'פ', 'ה']",Noun,"kitlon pattern, masculine",characterization
אֲפִייָּה,afiya,"['א', 'פ', 'ה']",Noun,"ktila pattern, feminine",baking
אוֹפֶה,ofe,"['א', 'פ', 'ה']",Noun,"kotel pattern, masculine",baker
אֶפִּי,epi,[],Adjective,epic,
מַאֲפֶה,ma'afe,"['א', 'פ', 'ה']",Noun,"miktal pattern, masculine",pastry
אֲפִילּוּ,afilu,[],Adverb,even,
לְאַפְייֵן,le'afyen,"['א', 'פ', 'י', 'ן']",Verb,pi'el,to characterise
לְהִתְאַפְייֵן,lehit'afyen,"['א', 'פ', 'י', 'ן']",Verb,hitpa'el,to be characterised
אַפִּיפְיוֹר,apifyor,[],Noun,masculine,Pope
לְהַאֲפִיל,leha'afil,"['א', 'פ', 'ל']",Verb,hif'il,"to obscure, to obfuscate (על)"
אִיפּוּל,ipul,"['א', 'פ', 'ל']",Noun,"kittul pattern, masculine",blackout (media)
אָפֵל,afel,"['א', 'פ', 'ל']",Adjective,katel pattern,"dark, sombre"
אֲפֵלָה,afela,"['א', 'פ', 'ל']",Noun,"ktela pattern, feminine","darkness; despair, despondency"
אוֹפֶן,ofen,"['א', 'פ', 'ן']",Noun,"kotel pattern, masculine","method, fashion, manner"
אוֹפְנָה,ofna,"['א', 'פ', 'ן']",Noun,"kotla pattern, feminine","fashion, vogue"
אוֹפַןּ,ofan,"['א', 'פ', 'ן']",Noun,masculine,wheel
אוֹפַנַּייִם,ofanayim,"['א', 'פ', 'ן']",Noun,🚲 bicycle,
לְאַפְנֵן,le'afnen,"['א', 'פ', 'נ', 'ן']",Verb,pi'el,to modulate
לֶאֱפוֹס,le'efos,"['א', 'פ', 'ס']",Verb,pa'al,"to be exhausted (generally used in the past tense, 3rd person only)"
אֶפֶס,efes,"['א', 'פ', 'ס']",Noun,"ketel pattern, masculine",zero; nothing
לְהִתְאַפֵּס,lehit'apes,"['א', 'פ', 'ס']",Verb,hitpa'el,"to regain one's senses (slang); to be zeroed, calibrated (of a device)"
אַפְסִי,afsi,"['א', 'פ', 'ס']",Adjective,masculine,"tiny, insignificant"
לְאַפֵּס,le'apes,"['א', 'פ', 'ס']",Verb,pi'el,"to nullify, to equate to zero"
לֶאֱפוֹף,le'efof,"['א', 'פ', 'ף']",Verb,pa'al,"to surround, to encircle"
אַף,af,"['א', 'פ', 'ף']",Noun,"ketel pattern, masculine",nose
אַפִּי,api,"['א', 'פ', 'ף']",Adjective,"nasal, of nose",
אוֹפֶק,ofek,"['א', 'פ', 'ק']",Noun,"kotel pattern, masculine",horizon
לְהִתְאַפֵּק,lehit'apek,"['א', 'פ', 'ק']",Verb,hitpa'el,"to hold in, to refrain, to abstain"
לְהַאֲפִיר,leha'afir,"['א', 'פ', 'ר']",Verb,hif'il,to become grey; to make grey
לְהִתְאַפֵּר,lehit'aper,"['א', 'פ', 'ר']",Verb,hitpa'el,to make up one's face
אִיפּוּר,ipur,"['א', 'פ', 'ר']",Noun,"kittul pattern, masculine","makeup, cosmetics"
אָפוֹר,afor,"['א', 'פ', 'ר']",Adjective,katol pattern,grey
אַפְרוּרִי,afruri,"['א', 'פ', 'ר']",Adjective,"grayish; colourless, dull, characterless",
לְאַפֵּר,le'aper,"['א', 'פ', 'ר']",Verb,pi'el,to make up the face
מַאֲפֵרָה,ma'afera,"['א', 'פ', 'ר']",Noun,"maktela pattern, feminine",ashtray
אֲפַרְסֵק,afarsek,[],Noun,masculine,🍑 peach
לְהִתְאַפְשֵׁר,lehit'afsher,"['א', 'פ', 'ש', 'ר']",Verb,hitpa'el,to become possible
אֶפְשָׁר,efshar,[],Adverb,possible; permitted,
לְאַפְשֵׁר,le'afsher,"['א', 'פ', 'ש', 'ר']",Verb,pi'el,"to make possible, to enable, to let"
אֶפְשָׁרוּת,efsharut,[],Noun,feminine,possibility
אֶפְשָׁרִי,efshari,[],Adjective,possible,
אִצְטַדְיוֹן,itztadyon,[],Noun,masculine,🏟️ stadium
אֲצוּלָּה,atzula,"['א', 'צ', 'ל']",Noun,"ktulla pattern, feminine","nobility, aristocracy"
אֲצִילוּת,atzilut,"['א', 'צ', 'ל']",Noun,feminine,"nobility, aristocracy"
אֵצֶל,etzel,[],Preposition,"at, in the possession of; near",
לְהַאֲצִיל,leha'atzil,"['א', 'צ', 'ל']",Verb,hif'il,to delegate (authority)
אָצִיל,atzil,"['א', 'צ', 'ל']",Noun,"katil pattern, masculine","nobleman, aristocrat"
אֲצִילִי,atzili,"['א', 'צ', 'ל']",Adjective,"aristocratic, noble",
נֶאֱצָל,ne'etzal,"['א', 'צ', 'ל']",Adjective,niktal pattern,"noble, lofty, exalted"
אוֹצָר,otzar,"['א', 'צ', 'ר']",Noun,"kotal pattern, masculine","treasure; hoard, stash; treasury"
לֶאֱצוֹר,le'etzor,"['א', 'צ', 'ר']",Verb,pa'al,"to stash, to hoard, to keep as a treasure"
אַקְלִים,aklim,[],Noun,climate,
לְהִתְאַקְלֵם,lehit'aklem,"['א', 'ק', 'ל', 'ם']",Verb,hitpa'el,to acclimatise
אֲרוּבָּה,aruba,"['א', 'ר', 'ב']",Noun,"ktulla pattern, feminine",chimney
לֶאֱרוֹב,le'erov,"['א', 'ר', 'ב']",Verb,pa'al,"to lurk, to ambush (ל-)"
אַרְבֶּה,arbe,[],Noun,locust,
לֶאֱרוֹג,le'erog,"['א', 'ר', 'ג']",Verb,pa'al,to weave
לְהֵיאָרֵג,lehe'areg,"['א', 'ר', 'ג']",Verb,nif'al,to be woven
אַרְגָּמָן,argaman,[],Noun,masculine,purple
לְאַרְגֵּן,le'argen,"['א', 'ר', 'ג', 'ן']",Verb,pi'el,"to organise, to arrange"
לְהִתְאַרְגֵּן,lehit'argen,"['א', 'ר', 'ג', 'ן']",Verb,hitpa'el,"to be organised, arranged"
אִירְגּוּן,irgun,"['א', 'ר', 'ג', 'ן']",Noun,"kittul pattern, masculine","organisation, entity"
אָרָד,arad,"['א', 'ר', 'ד']",Noun,"katal pattern, masculine",bronze
אוּרְווָה,urva,"['א', 'ר', 'ו']",Noun,"kutla pattern, feminine","stable, building for keeping horses"
אֲרוּחַת בּוֹקֶר,aruchat boker,[],Noun,feminine,breakfast
